software_name,software_url,repository_url,all_github_links,organization,repository_name,owner_repo_pattern,source
3D-e-Chem Virtual Machine,https://research-software-directory.org/software/3d-e-chem-vm,https://github.com/3D-e-Chem/3D-e-Chem-VM,['https://github.com/3D-e-Chem/3D-e-Chem-VM'],3D-e-Chem,3D-e-Chem-VM,3D-e-Chem/3D-e-Chem-VM,RSD
4C Multiphysics,https://helmholtz.software/software/4c-multiphysics,https://github.com/4C-multiphysics/4C,['https://github.com/4C-multiphysics/4C'],4C-multiphysics,4C,4C-multiphysics/4C,HELMHOLTZ
compareMS2,https://research-software-directory.org/software/comparems2,https://github.com/524D/compareMS2,['https://github.com/524D/compareMS2'],524D,compareMS2,524D/compareMS2,RSD
AMBER,https://research-software-directory.org/software/amber,https://github.com/AA-ALERT/AMBER,['https://github.com/AA-ALERT/AMBER'],AA-ALERT,AMBER,AA-ALERT/AMBER,RSD
evidence,https://research-software-directory.org/software/evidence,https://github.com/ADAH-EviDENce/evidence,['https://github.com/ADAH-EviDENce/evidence'],ADAH-EviDENce,evidence,ADAH-EviDENce/evidence,RSD
Lilio,https://research-software-directory.org/software/lilio,https://github.com/AI4S2S/lilio,['https://github.com/AI4S2S/lilio'],AI4S2S,lilio,AI4S2S/lilio,RSD
ANNUBeS,https://research-software-directory.org/software/annubes,https://github.com/ANNUBS/annubes,"['https://github.com/neurogym/neurogym', 'https://github.com/ANNUBS/annubes', 'https://github.com/audreyr/cookiecutter', 'https://github.com/NLeSC/python-template']",ANNUBS,annubes,ANNUBS/annubes,RSD
ARTIST,https://helmholtz.software/software/artist,https://github.com/ARTIST-Association/ARTIST,['https://github.com/ARTIST-Association/ARTIST'],ARTIST-Association,ARTIST,ARTIST-Association/ARTIST,HELMHOLTZ
Data for 'Performance metrics for the continuous distribution of entanglement in multi-user quantum networks',https://research-software-directory.org/software/4tu-data-for-performance-metrics-for-the-continuous-distribution-of-entanglement-in-multi-user-quantum-networks,https://github.com/AlvaroGI/optimizing-cd-protocols,['https://github.com/AlvaroGI/optimizing-cd-protocols'],AlvaroGI,optimizing-cd-protocols,AlvaroGI/optimizing-cd-protocols,RSD
PyChelator,https://research-software-directory.org/software/pychelator,https://github.com/AmruteLab/PyChelator,['https://github.com/AmruteLab/PyChelator'],AmruteLab,PyChelator,AmruteLab/PyChelator,RSD
Arena-Crowds,https://research-software-directory.org/software/arena-crowds,https://github.com/ArenA-Crowds/Crowds,['https://github.com/ArenA-Crowds/Crowds'],ArenA-Crowds,Crowds,ArenA-Crowds/Crowds,RSD
PiGx,https://helmholtz.software/software/pigx,https://github.com/BIMSBbioinfo/pigx,"['https://github.com/BIMSBbioinfo/pigx_chipseq', 'https://github.com/BIMSBbioinfo/pigx_bsseq', 'https://github.com/BIMSBbioinfo/pigx_scrnaseq', 'https://github.com/BIMSBbioinfo/pigx', 'https://github.com/BIMSBbioinfo/pigx_rnaseq', 'https://github.com/BIMSBbioinfo/pigx_crispr']",BIMSBbioinfo,pigx,BIMSBbioinfo/pigx,HELMHOLTZ
DoE2Vec,https://research-software-directory.org/software/doe2vec,https://github.com/Basvanstein/doe2vec,['https://github.com/Basvanstein/doe2vec'],Basvanstein,doe2vec,Basvanstein/doe2vec,RSD
Nature Counts,https://research-software-directory.org/software/nature-counts,https://github.com/BirdsCanada/naturecounts,['https://github.com/BirdsCanada/naturecounts'],BirdsCanada,naturecounts,BirdsCanada/naturecounts,RSD
BlueObelisk Euclid,https://research-software-directory.org/software/blueobelisk-euclid,https://github.com/BlueObelisk/euclid,['https://github.com/BlueObelisk/euclid'],BlueObelisk,euclid,BlueObelisk/euclid,RSD
BioAutoML - Democratizing Machine Learning in Life Sciences,https://helmholtz.software/software/bioautoml,https://github.com/Bonidia/BioAutoML,['https://github.com/Bonidia/BioAutoML'],Bonidia,BioAutoML,Bonidia/BioAutoML,HELMHOLTZ
ShockHash,https://helmholtz.software/software/shockhash,https://github.com/ByteHamster/ShockHash,['https://github.com/ByteHamster/ShockHash'],ByteHamster,ShockHash,ByteHamster/ShockHash,HELMHOLTZ
Aviator,https://helmholtz.software/software/aviator,https://github.com/CCB-SB/Aviator,['https://github.com/CCB-SB/Aviator'],CCB-SB,Aviator,CCB-SB/Aviator,HELMHOLTZ
Continuous Integration of Architectural Performance Models (CIPM),https://helmholtz.software/software/cipm,https://github.com/CIPM-tools/CIPM,['https://github.com/CIPM-tools/CIPM'],CIPM-tools,CIPM,CIPM-tools/CIPM,HELMHOLTZ
grlc,https://research-software-directory.org/software/grlc,https://github.com/CLARIAH/grlc,['https://github.com/CLARIAH/grlc'],CLARIAH,grlc,CLARIAH/grlc,RSD
ClinDIG,https://research-software-directory.org/software/clindig,https://github.com/CanDIG/CanDIGv2,"['https://github.com/CanDIG/CanDIGv2', 'https://github.com/data-team-uhn/clindig']",CanDIG,CanDIGv2,CanDIG/CanDIGv2,RSD
ChASE,https://helmholtz.software/software/chase,https://github.com/ChASE-library/ChASE,['https://github.com/ChASE-library/ChASE'],ChASE-library,ChASE,ChASE-library/ChASE,HELMHOLTZ
rcoins,https://research-software-directory.org/software/rcoins,https://github.com/CityRiverSpaces/rcoins,"['https://github.com/CityRiverSpaces/rcoins', 'https://github.com/PratyushTripathy/COINS']",CityRiverSpaces,rcoins,CityRiverSpaces/rcoins,RSD
ClimSight,https://helmholtz.software/software/climsight,https://github.com/CliDyn/climsight,['https://github.com/CliDyn/climsight'],CliDyn,climsight,CliDyn/climsight,HELMHOLTZ
Climate Rapid Evaluation Framework,https://research-software-directory.org/software/climate-rapid-evaluation-framework,https://github.com/Climate-REF/climate-ref,['https://github.com/Climate-REF/climate-ref'],Climate-REF,climate-ref,Climate-REF/climate-ref,RSD
Chemotion ELN,https://helmholtz.software/software/chemotion-eln,https://github.com/ComPlat/chemotion_ELN,['https://github.com/ComPlat/chemotion_ELN'],ComPlat,chemotion_ELN,ComPlat/chemotion_ELN,HELMHOLTZ
cuda_memtest,https://helmholtz.software/software/cudamemtest,https://github.com/ComputationalRadiationPhysics/picongpu,"['https://github.com/ComputationalRadiationPhysics/cuda_memtest', 'https://github.com/ComputationalRadiationPhysics/picongpu']",ComputationalRadiationPhysics,picongpu,ComputationalRadiationPhysics/picongpu,HELMHOLTZ
Magic Castle,https://research-software-directory.org/software/magic-castle,https://github.com/ComputeCanada/magic_castle,['https://github.com/ComputeCanada/magic_castle'],ComputeCanada,magic_castle,ComputeCanada/magic_castle,RSD
CryoGrid,https://helmholtz.software/software/cryogrid,https://github.com/CryoGrid/CryoGridCommunity_source,['https://github.com/CryoGrid/CryoGridCommunity_source'],CryoGrid,CryoGridCommunity_source,CryoGrid/CryoGridCommunity_source,HELMHOLTZ
oraqle,https://research-software-directory.org/software/4tu-oraqle,https://github.com/Crypto-TII/fhegen,['https://github.com/Crypto-TII/fhegen'],Crypto-TII,fhegen,Crypto-TII/fhegen,RSD
"Code related to ""Loudspeaker Beamforming to Enhance Speech Recognition Performance of Voice Driven Applications""",https://research-software-directory.org/software/4tu-code-related-to-loudspeaker-beamforming-to-enhance-speech-recognition-performance-of-voice-driven-applications,https://github.com/D1mme/LoudspeakerBeamformingForVoiceDrivenApplications,['https://github.com/D1mme/LoudspeakerBeamformingForVoiceDrivenApplications'],D1mme,LoudspeakerBeamformingForVoiceDrivenApplications,D1mme/LoudspeakerBeamformingForVoiceDrivenApplications,RSD
ConvolutionalNeuralOperators.jl,https://research-software-directory.org/software/convolutionalneuraloperatorjl,https://github.com/DEEPDIP-project/CoupledNODE.jl,"['https://github.com/DEEPDIP-project/ConvolutionalNeuralOperator.jl', 'https://github.com/camlab-ethz/ConvolutionalNeuralOperator', 'https://github.com/DEEPDIP-project/CoupledNODE.jl', 'https://github.com/JuliaBesties/BestieTemplate.jl']",DEEPDIP-project,CoupledNODE.jl,DEEPDIP-project/CoupledNODE.jl,RSD
t8code,https://helmholtz.software/software/t8code,https://github.com/DLR-AMR/t8code,"['https://github.com/DLR-AMR/T8code.jl', 'https://github.com/DLR-AMR/t8code']",DLR-AMR,t8code,DLR-AMR/t8code,HELMHOLTZ
TBT-Segmentation,https://helmholtz.software/software/tbt-segmentation,https://github.com/DLR-FT/TBT-Segmentation,['https://github.com/DLR-FT/TBT-Segmentation'],DLR-FT,TBT-Segmentation,DLR-FT/TBT-Segmentation,HELMHOLTZ
BlenderProc,https://helmholtz.software/software/blenderproc,https://github.com/DLR-RM/BlenderProc,['https://github.com/DLR-RM/BlenderProc'],DLR-RM,BlenderProc,DLR-RM/BlenderProc,HELMHOLTZ
TiGL,https://helmholtz.software/software/tigl,https://github.com/DLR-SC/tigl,"['https://github.com/DLR-SC/tigl', 'https://github.com/DLR-LY/CPACS']",DLR-SC,tigl,DLR-SC/tigl,HELMHOLTZ
ULTImodel,https://helmholtz.software/software/ultimodel,https://github.com/DLR-VF/ULTImodel,"['https://github.com/DLR-VF/ULTImodel-tutorials', 'https://github.com/DLR-VF/ULTImodel']",DLR-VF,ULTImodel,DLR-VF/ULTImodel,HELMHOLTZ
xDECAF,https://helmholtz.software/software/dfa,https://github.com/DataFlowAnalysis/DataFlowAnalysis,['https://github.com/DataFlowAnalysis/DataFlowAnalysis'],DataFlowAnalysis,DataFlowAnalysis,DataFlowAnalysis/DataFlowAnalysis,HELMHOLTZ
BrainPrint,https://helmholtz.software/software/brainprint,https://github.com/Deep-MI/LaPy,"['https://github.com/Deep-MI/BrainPrint-legacy', 'https://github.com/Deep-MI/LaPy', 'https://github.com/Deep-MI/brainprint']",Deep-MI,LaPy,Deep-MI/LaPy,HELMHOLTZ
DeepRank,https://research-software-directory.org/software/deeprank,https://github.com/DeepRank/deeprank,['https://github.com/DeepRank/deeprank'],DeepRank,deeprank,DeepRank/deeprank,RSD
CoeusAI,https://research-software-directory.org/software/coeusai,https://github.com/DroneML/CoeusAI,['https://github.com/DroneML/CoeusAI'],DroneML,CoeusAI,DroneML/CoeusAI,RSD
BIAS,https://research-software-directory.org/software/bias,https://github.com/Dvermetten/BIAS,['https://github.com/Dvermetten/BIAS'],Dvermetten,BIAS,Dvermetten/BIAS,RSD
Satsense,https://research-software-directory.org/software/satsense,https://github.com/DynaSlum/satsense,['https://github.com/DynaSlum/satsense'],DynaSlum,satsense,DynaSlum/satsense,RSD
ece2cmor3,https://research-software-directory.org/software/ece2cmor3,https://github.com/EC-Earth/ece2cmor3,['https://github.com/EC-Earth/ece2cmor3'],EC-Earth,ece2cmor3,EC-Earth/ece2cmor3,RSD
eitprocessing,https://research-software-directory.org/software/eitprocessing,https://github.com/EIT-ALIVE/eitprocessing/,['https://github.com/EIT-ALIVE/eitprocessing/'],EIT-ALIVE,eitprocessing,EIT-ALIVE/eitprocessing,RSD
lofar-ld,https://research-software-directory.org/software/lofar-linked-data-platform,https://github.com/EOSC-LOFAR/lofar-ld,['https://github.com/EOSC-LOFAR/lofar-ld'],EOSC-LOFAR,lofar-ld,EOSC-LOFAR/lofar-ld,RSD
ChemSpaX: A Python tool for local chemical space exploration,https://research-software-directory.org/software/chemspax,https://github.com/EPiCs-group/chemspax,['https://github.com/EPiCs-group/chemspax'],EPiCs-group,chemspax,EPiCs-group/chemspax,RSD
NetCDF2LittleR,https://research-software-directory.org/software/netcdf2littler,https://github.com/ERA-URBAN/netcdf2littler,['https://github.com/ERA-URBAN/netcdf2littler'],ERA-URBAN,netcdf2littler,ERA-URBAN/netcdf2littler,RSD
Cosimplat,https://research-software-directory.org/software/cosimplat,https://github.com/ESI-FAR/RESCUE-cosimplat-py,['https://github.com/ESI-FAR/RESCUE-cosimplat-py'],ESI-FAR,RESCUE-cosimplat-py,ESI-FAR/RESCUE-cosimplat-py,RSD
ESMValCore,https://research-software-directory.org/software/esmvalcore,https://github.com/ESMValGroup/ESMValCore,['https://github.com/ESMValGroup/ESMValCore'],ESMValGroup,ESMValCore,ESMValGroup/ESMValCore,RSD
